terrace,bedrooms,construction_year,date_month,date_year,date_year_month,floor,rooms,price_room,price_surface,price,surface,zip
yes,2.0,1971.0,7,2016,201607.0,up floor,3.0,110000.0,3646.4088397790056,330000.0,90.5,80686
yes,2.0,1968.0,7,2016,201607.0,up floor,2.0,171500.0,3790.0552486187844,343000.0,90.5,82008
yes,2.0,1982.0,7,2016,201607.0,up floor,2.0,195000.0,4333.333333333333,390000.0,90.0,81739
yes,3.0,1972.0,7,2016,201607.0,up floor,2.0,199500.0,4408.839779005525,399000.0,90.5,80997
yes,2.0,1963.0,7,2016,201607.0,ground floor,2.0,202500.0,4475.138121546961,405000.0,90.5,81475
yes,1.0,1983.0,7,2016,201607.0,ground floor,2.0,174500.0,3856.353591160221,349000.0,90.5,81379
yes,2.0,1996.0,7,2016,201607.0,up floor,2.0,169500.0,3745.8563535911603,339000.0,90.5,85757
yes,2.0,1966.0,7,2016,201607.0,up floor,2.0,142500.0,3149.171270718232,285000.0,90.5,85757
yes,2.0,1967.0,7,2016,201607.0,up floor,2.0,159500.0,3544.4444444444443,319000.0,90.0,82008
yes,2.0,1976.0,7,2016,201607.0,up floor,3.0,128333.33333333333,4254.14364640884,385000.0,90.5,81925
yes,1.0,1983.0,7,2016,201607.0,ground floor,2.0,191500.0,4232.044198895028,383000.0,90.5,81541
yes,2.0,1997.0,7,2016,201607.0,up floor,2.0,180000.0,3977.9005524861877,360000.0,90.5,80995
yes,1.0,1975.0,7,2016,201607.0,up floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,81927
yes,2.0,1989.0,7,2016,201607.0,up floor,2.0,117500.0,2596.685082872928,235000.0,90.5,81737
yes,1.0,1971.0,7,2016,201607.0,up floor,2.0,170000.0,3756.9060773480664,340000.0,90.5,81927
yes,2.0,1970.0,7,2016,201607.0,up floor,2.0,134500.0,2972.3756906077347,269000.0,90.5,81243
yes,1.0,1972.0,7,2016,201607.0,up floor,2.0,199000.0,4397.790055248619,398000.0,90.5,81735
yes,2.0,1966.0,7,2016,201607.0,up floor,2.0,175000.0,3888.8888888888887,350000.0,90.0,81249
yes,2.0,1965.0,7,2016,201607.0,up floor,2.0,172500.0,3812.1546961325967,345000.0,90.5,80935
yes,1.0,1965.0,7,2016,201607.0,up floor,2.0,167500.0,3722.222222222222,335000.0,90.0,80997
yes,1.0,1958.0,7,2016,201607.0,up floor,2.0,204000.0,4508.287292817679,408000.0,90.5,80686
yes,1.0,1966.0,7,2016,201607.0,up floor,2.0,179500.0,3988.8888888888887,359000.0,90.0,81475
yes,2.0,1968.0,7,2016,201607.0,up floor,2.0,140000.0,3093.9226519337017,280000.0,90.5,80933
yes,2.0,1975.0,7,2016,201607.0,up floor,2.0,177500.0,3922.6519337016575,355000.0,90.5,80686
yes,1.0,2017.0,7,2016,201607.0,ground floor,2.0,209750.0,4661.111111111111,419500.0,90.0,81825
yes,2.0,1964.0,7,2016,201607.0,up floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,80995
yes,3.0,1972.0,7,2016,201607.0,up floor,2.0,209250.0,4650.0,418500.0,90.0,81737
yes,3.0,1966.0,7,2016,201607.0,up floor,2.0,197500.0,4388.888888888889,395000.0,90.0,80639
yes,2.0,1977.0,7,2016,201607.0,ground floor,2.0,184500.0,4077.3480662983425,369000.0,90.5,81475
yes,2.0,1973.0,7,2016,201607.0,up floor,2.0,124500.0,2751.3812154696134,249000.0,90.5,81373
yes,2.0,1967.0,7,2016,201607.0,up floor,2.0,174500.0,3856.353591160221,349000.0,90.5,81379
yes,1.0,1970.0,7,2016,201607.0,up floor,2.0,73000.0,1613.2596685082874,146000.0,90.5,81245
yes,2.0,2000.0,7,2016,201607.0,up floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,81927
yes,1.0,1971.0,7,2016,201607.0,up floor,2.0,209500.0,4629.834254143647,419000.0,90.5,81479
yes,2.0,1975.0,7,2016,201607.0,up floor,2.0,159975.0,3535.3591160220994,319950.0,90.5,81737
yes,1.0,1973.0,7,2016,201607.0,up floor,2.0,200650.0,4434.254143646409,401300.0,90.5,81737
yes,1.0,1973.0,7,2016,201607.0,up floor,2.0,188550.0,4166.850828729282,377100.0,90.5,81737
yes,2.0,1973.0,7,2016,201607.0,up floor,3.0,120466.66666666667,3993.3701657458564,361400.0,90.5,81737
yes,2.0,1976.0,7,2016,201607.0,up floor,2.0,179500.0,3966.8508287292816,359000.0,90.5,81827
yes,2.0,1967.0,7,2016,201607.0,up floor,3.0,129666.66666666667,4270.032930845226,389000.0,91.1,81927
yes,2.0,1957.0,7,2016,201607.0,up floor,2.0,162500.0,3591.160220994475,325000.0,90.5,80997
yes,1.0,1975.0,7,2016,201607.0,ground floor,2.0,207500.0,4611.111111111111,415000.0,90.0,81737
yes,1.0,1971.0,7,2016,201607.0,up floor,2.0,190000.0,4198.8950276243095,380000.0,90.5,80993
yes,1.0,1994.0,7,2016,201607.0,ground floor,2.0,197500.0,4388.888888888889,395000.0,90.0,81249
yes,2.0,1958.0,7,2016,201607.0,up floor,2.0,189500.0,4187.845303867403,379000.0,90.5,80686
yes,2.0,1973.0,7,2016,201607.0,up floor,3.0,130933.33333333333,4340.331491712707,392800.0,90.5,81737
yes,1.0,1971.0,7,2016,201607.0,up floor,2.0,165000.0,3646.4088397790056,330000.0,90.5,81375
yes,2.0,1975.0,7,2016,201607.0,up floor,2.0,187500.0,4166.666666666667,375000.0,90.0,81737
yes,1.0,1982.0,7,2016,201607.0,up floor,2.0,197500.0,4364.640883977901,395000.0,90.5,81927
yes,2.0,2001.0,7,2016,201607.0,up floor,2.0,198000.0,4375.690607734807,396000.0,90.5,80939
yes,1.0,1984.0,7,2016,201607.0,up floor,2.0,199950.0,4418.784530386741,399900.0,90.5,81929
yes,1.0,1966.0,7,2016,201607.0,up floor,2.0,174500.0,3877.777777777778,349000.0,90.0,80933
yes,2.0,1995.0,7,2016,201607.0,up floor,2.0,195000.0,4309.39226519337,390000.0,90.5,85757
yes,2.0,1970.0,7,2016,201607.0,up floor,2.0,197500.0,4388.888888888889,395000.0,90.0,81245
yes,2.0,2005.0,7,2016,201607.0,ground floor,2.0,150000.0,3314.9171270718234,300000.0,90.5,81476
yes,2.0,1963.0,7,2016,201607.0,up floor,2.0,197500.0,4364.640883977901,395000.0,90.5,80807
yes,2.0,1968.0,7,2016,201607.0,up floor,2.0,170000.0,3756.9060773480664,340000.0,90.5,82008
yes,3.0,1967.0,7,2016,201607.0,up floor,2.0,199150.0,4425.555555555556,398300.0,90.0,81541
yes,2.0,1974.0,7,2016,201607.0,up floor,2.0,197500.0,4388.888888888889,395000.0,90.0,80689
yes,3.0,1975.0,7,2016,201607.0,up floor,2.0,168750.0,3750.0,337500.0,90.0,81829
yes,1.0,1975.0,7,2016,201607.0,ground floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,80995
yes,2.0,1989.0,7,2016,201607.0,ground floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,81927
yes,2.0,1972.0,7,2016,201607.0,up floor,2.0,149500.0,3322.222222222222,299000.0,90.0,81243
yes,2.0,1966.0,7,2016,201607.0,up floor,2.0,182500.0,4055.5555555555557,365000.0,90.0,81243
yes,3.0,1967.0,7,2016,201607.0,up floor,2.0,200000.0,4444.444444444444,400000.0,90.0,80935
yes,2.0,1978.0,7,2016,201607.0,ground floor,2.0,194500.0,4322.222222222223,389000.0,90.0,81737
yes,2.0,1972.0,7,2016,201607.0,up floor,2.0,170000.0,3756.9060773480664,340000.0,90.5,85757
yes,2.0,1967.0,7,2016,201607.0,up floor,2.0,167500.0,3701.657458563536,335000.0,90.5,81475
yes,1.0,1967.0,7,2016,201607.0,up floor,2.0,194500.0,4298.342541436464,389000.0,90.5,80935
yes,1.0,1971.0,7,2016,201607.0,ground floor,2.0,165000.0,3646.4088397790056,330000.0,90.5,81375
yes,1.0,1967.0,7,2016,201607.0,up floor,2.0,204500.0,4544.444444444444,409000.0,90.0,81249
yes,1.0,1975.0,7,2016,201607.0,ground floor,2.0,198500.0,4386.740331491713,397000.0,90.5,80937
yes,3.0,1995.0,7,2016,201607.0,up floor,2.0,175000.0,3867.403314917127,350000.0,90.5,81539
yes,2.0,1970.0,7,2016,201607.0,up floor,2.0,189750.0,4216.666666666667,379500.0,90.0,81673
yes,1.0,1965.0,7,2016,201607.0,up floor,2.0,159500.0,3524.8618784530386,319000.0,90.5,80993
yes,1.0,2002.0,7,2016,201607.0,ground floor,2.0,146500.0,3255.5555555555557,293000.0,90.0,81539
yes,3.0,1941.0,7,2016,201607.0,ground floor,4.0,104750.0,4629.834254143647,419000.0,90.5,81377
yes,2.0,1968.0,7,2016,201607.0,up floor,2.0,170000.0,3756.9060773480664,340000.0,90.5,81245
yes,3.0,1967.0,7,2016,201607.0,up floor,2.0,192900.0,4286.666666666667,385800.0,90.0,81541
yes,1.0,1983.0,7,2016,201607.0,up floor,2.0,150000.0,3333.3333333333335,300000.0,90.0,81737
yes,1.0,1972.0,7,2016,201607.0,up floor,2.0,200000.0,4444.444444444444,400000.0,90.0,81737
yes,2.0,1973.0,7,2016,201607.0,up floor,2.0,192500.0,4277.777777777777,385000.0,90.0,81737
yes,3.0,1967.0,7,2016,201607.0,up floor,2.0,167375.0,3719.4444444444443,334750.0,90.0,81539
yes,1.0,1963.0,7,2016,201607.0,up floor,2.0,199500.0,4433.333333333333,399000.0,90.0,80639
yes,2.0,1968.0,7,2016,201607.0,up floor,2.0,177500.0,3944.4444444444443,355000.0,90.0,81245
yes,2.0,1969.0,7,2016,201607.0,up floor,2.0,206000.0,4552.486187845304,412000.0,90.5,80939
yes,2.0,1969.0,7,2016,201607.0,ground floor,2.0,164000.0,3644.4444444444443,328000.0,90.0,85757
yes,3.0,1975.0,7,2016,201607.0,up floor,2.0,199000.0,4397.790055248619,398000.0,90.5,80935
yes,1.0,1964.0,7,2016,201607.0,up floor,2.0,192500.0,4277.777777777777,385000.0,90.0,81479
yes,1.0,1981.0,7,2016,201607.0,ground floor,2.0,210000.0,4666.666666666667,420000.0,90.0,81929
yes,1.0,1967.0,7,2016,201607.0,up floor,2.0,167500.0,3701.657458563536,335000.0,90.5,80935
yes,1.0,1966.0,7,2016,201607.0,up floor,2.0,157500.0,3500.0,315000.0,90.0,81379
yes,2.0,1972.0,7,2016,201607.0,up floor,2.0,207500.0,4585.635359116022,415000.0,90.5,80687
yes,3.0,1963.0,7,2016,201607.0,up floor,2.0,202500.0,4500.0,405000.0,90.0,81475
yes,1.0,1986.0,7,2016,201607.0,up floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,80939
yes,1.0,1979.0,7,2016,201607.0,up floor,2.0,137500.0,3055.5555555555557,275000.0,90.0,81373
yes,1.0,1982.0,7,2016,201607.0,up floor,2.0,199750.0,4438.888888888889,399500.0,90.0,80809
yes,2.0,1972.0,7,2016,201607.0,up floor,2.0,169500.0,3766.6666666666665,339000.0,90.0,81243
yes,2.0,1970.0,7,2016,201607.0,up floor,2.0,192500.0,4254.14364640884,385000.0,90.5,81241
yes,2.0,1975.0,7,2016,201607.0,up floor,3.0,109666.66666666667,3611.4160263446765,329000.0,91.1,81735
yes,2.0,1966.0,7,2016,201607.0,up floor,2.0,150000.0,3333.3333333333335,300000.0,90.0,81475
yes,1.0,2002.0,7,2016,201607.0,up floor,2.0,146500.0,3237.5690607734805,293000.0,90.5,81539
yes,2.0,1957.0,7,2016,201607.0,up floor,2.0,184000.0,4088.8888888888887,368000.0,90.0,81677
yes,2.0,1983.0,7,2016,201607.0,ground floor,2.0,210000.0,4666.666666666667,420000.0,90.0,81241
yes,1.0,1968.0,7,2016,201607.0,up floor,2.0,178000.0,3955.5555555555557,356000.0,90.0,80686
yes,2.0,1942.0,7,2016,201607.0,ground floor,2.0,112400.0,2483.977900552486,224800.0,90.5,81377
yes,1.0,1988.0,7,2016,201607.0,ground floor,2.0,180000.0,3977.9005524861877,360000.0,90.5,81739
yes,2.0,1967.0,7,2016,201607.0,up floor,2.0,184000.0,4066.2983425414363,368000.0,90.5,81243
yes,2.0,1975.0,7,2016,201607.0,up floor,2.0,157250.0,3494.4444444444443,314500.0,90.0,81829
yes,2.0,1965.0,7,2016,201607.0,up floor,2.0,160000.0,3535.9116022099447,320000.0,90.5,81927
yes,1.0,1983.0,7,2016,201607.0,ground floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,81927
yes,2.0,1961.0,7,2016,201607.0,up floor,2.0,165000.0,3666.6666666666665,330000.0,90.0,81476
yes,1.0,1997.0,8,2016,201608.0,up floor,2.0,205000.0,4530.386740331492,410000.0,90.5,80939
yes,2.0,1972.0,8,2016,201608.0,up floor,2.0,149500.0,3322.222222222222,299000.0,90.0,81243
yes,1.0,1983.0,8,2016,201608.0,ground floor,2.0,191500.0,4232.044198895028,383000.0,90.5,81541
yes,1.0,1971.0,8,2016,201608.0,ground floor,2.0,165000.0,3646.4088397790056,330000.0,90.5,81375
yes,2.0,2002.0,8,2016,201608.0,up floor,2.0,174500.0,3877.777777777778,349000.0,90.0,81377
yes,1.0,1961.0,8,2016,201608.0,up floor,2.0,160000.0,3535.9116022099447,320000.0,90.5,81675
yes,1.0,1962.0,8,2016,201608.0,up floor,2.0,173000.0,3823.204419889503,346000.0,90.5,81475
yes,2.0,1956.0,8,2016,201608.0,up floor,2.0,124500.0,2766.6666666666665,249000.0,90.0,81241
yes,1.0,1965.0,8,2016,201608.0,up floor,2.0,181500.0,4011.049723756906,363000.0,90.5,80689
yes,2.0,1973.0,8,2016,201608.0,up floor,3.0,121133.33333333333,4015.4696132596687,363400.0,90.5,81737
yes,1.0,1972.0,8,2016,201608.0,up floor,2.0,184500.0,4077.3480662983425,369000.0,90.5,80797
yes,1.0,2003.0,8,2016,201608.0,ground floor,2.0,140000.0,3093.9226519337017,280000.0,90.5,81827
yes,2.0,2014.0,8,2016,201608.0,up floor,2.0,194500.0,4298.342541436464,389000.0,90.5,81241
yes,2.0,1972.0,8,2016,201608.0,up floor,2.0,199500.0,4408.839779005525,399000.0,90.5,80687
yes,2.0,1996.0,8,2016,201608.0,ground floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,80995
yes,1.0,1998.0,8,2016,201608.0,up floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,81927
yes,2.0,1975.0,8,2016,201608.0,up floor,2.0,172500.0,3812.1546961325967,345000.0,90.5,81737
yes,1.0,2017.0,8,2016,201608.0,ground floor,2.0,209750.0,4661.111111111111,419500.0,90.0,81827
yes,1.0,1975.0,8,2016,201608.0,up floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,85757
yes,2.0,1995.0,8,2016,201608.0,up floor,2.0,197500.0,4364.640883977901,395000.0,90.5,82152
yes,3.0,1968.0,8,2016,201608.0,up floor,2.0,210000.0,4640.883977900552,420000.0,90.5,81927
yes,1.0,1984.0,8,2016,201608.0,ground floor,2.0,200000.0,4419.889502762431,400000.0,90.5,81929
yes,2.0,1961.0,8,2016,201608.0,up floor,3.0,86000.0,2850.828729281768,258000.0,90.5,81737
yes,2.0,1975.0,8,2016,201608.0,up floor,2.0,195000.0,4309.39226519337,390000.0,90.5,80995
yes,1.0,1972.0,8,2016,201608.0,up floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,80997
yes,1.0,2017.0,8,2016,201608.0,ground floor,2.0,209750.0,4661.111111111111,419500.0,90.0,80999
yes,2.0,2001.0,8,2016,201608.0,up floor,2.0,198000.0,4375.690607734807,396000.0,90.5,80939
yes,1.0,1978.0,8,2016,201608.0,up floor,2.0,164000.0,3624.3093922651933,328000.0,90.5,81245
yes,2.0,1975.0,8,2016,201608.0,up floor,2.0,177500.0,3922.6519337016575,355000.0,90.5,81927
yes,2.0,2012.0,8,2016,201608.0,up floor,2.0,192000.0,4266.666666666667,384000.0,90.0,81829
yes,2.0,1972.0,8,2016,201608.0,up floor,2.0,199500.0,4433.333333333333,399000.0,90.0,81477
yes,1.0,1975.0,8,2016,201608.0,ground floor,2.0,192500.0,4254.14364640884,385000.0,90.5,82152
yes,3.0,1967.0,8,2016,201608.0,up floor,2.0,192900.0,4286.666666666667,385800.0,90.0,81541
yes,1.0,1987.0,8,2016,201608.0,up floor,2.0,205000.0,4555.555555555556,410000.0,90.0,81379
yes,2.0,1970.0,8,2016,201608.0,up floor,2.0,200000.0,4444.444444444444,400000.0,90.0,80997
yes,2.0,1962.0,8,2016,201608.0,ground floor,2.0,172671.5,3837.1444444444446,345343.0,90.0,81925
yes,2.0,1962.0,8,2016,201608.0,up floor,2.0,172671.5,3837.1444444444446,345343.0,90.0,81925
yes,2.0,1972.0,8,2016,201608.0,up floor,2.0,149500.0,3303.8674033149173,299000.0,90.5,85757
yes,1.0,1975.0,8,2016,201608.0,up floor,2.0,209500.0,4629.834254143647,419000.0,90.5,81549
yes,2.0,1956.0,8,2016,201608.0,up floor,2.0,174500.0,3856.353591160221,349000.0,90.5,81671
yes,2.0,1957.0,8,2016,201608.0,up floor,2.0,157500.0,3480.6629834254145,315000.0,90.5,80997
yes,3.0,1969.0,8,2016,201608.0,ground floor,2.0,209500.0,4629.834254143647,419000.0,90.5,80939
yes,4.0,1960.0,8,2016,201608.0,up floor,2.0,165000.0,3646.4088397790056,330000.0,90.5,81737
yes,1.0,1970.0,8,2016,201608.0,up floor,2.0,73000.0,1622.2222222222222,146000.0,90.0,81245
yes,3.0,1975.0,8,2016,201608.0,up floor,2.0,197500.0,4364.640883977901,395000.0,90.5,85757
yes,2.0,2006.0,8,2016,201608.0,up floor,2.0,199000.0,4422.222222222223,398000.0,90.0,81369
yes,2.0,1967.0,8,2016,201608.0,up floor,2.0,176500.0,3900.5524861878453,353000.0,90.5,80939
yes,3.0,1972.0,8,2016,201608.0,up floor,2.0,208500.0,4607.734806629835,417000.0,90.5,81737
yes,2.0,1967.0,8,2016,201608.0,up floor,3.0,126333.33333333333,4160.263446761801,379000.0,91.1,81927
yes,1.0,1969.0,8,2016,201608.0,up floor,2.0,189500.0,4211.111111111111,379000.0,90.0,81671
yes,1.0,1966.0,8,2016,201608.0,up floor,2.0,165000.0,3646.4088397790056,330000.0,90.5,81927
yes,2.0,1961.0,8,2016,201608.0,up floor,2.0,195000.0,4309.39226519337,390000.0,90.5,81475
yes,1.0,1967.0,8,2016,201608.0,up floor,2.0,204500.0,4544.444444444444,409000.0,90.0,81249
yes,3.0,1964.0,8,2016,201608.0,ground floor,2.0,209500.0,4629.834254143647,419000.0,90.5,80995
yes,2.0,1979.0,8,2016,201608.0,up floor,3.0,133000.0,4408.839779005525,399000.0,90.5,81673
yes,1.0,1982.0,8,2016,201608.0,ground floor,2.0,199500.0,4408.839779005525,399000.0,90.5,81243
yes,1.0,1995.0,8,2016,201608.0,up floor,2.0,205000.0,4530.386740331492,410000.0,90.5,80939
yes,2.0,1960.0,8,2016,201608.0,up floor,2.0,139750.0,3105.5555555555557,279500.0,90.0,80807
yes,2.0,1970.0,8,2016,201608.0,up floor,2.0,192500.0,4254.14364640884,385000.0,90.5,81241
yes,1.0,1971.0,8,2016,201608.0,up floor,2.0,170000.0,3756.9060773480664,340000.0,90.5,81927
yes,2.0,1965.0,8,2016,201608.0,up floor,3.0,138333.33333333334,4585.635359116022,415000.0,90.5,80689
yes,1.0,1964.0,8,2016,201608.0,up floor,2.0,182500.0,4033.1491712707184,365000.0,90.5,81243
yes,2.0,1973.0,8,2016,201608.0,up floor,2.0,164000.0,3644.4444444444443,328000.0,90.0,81243
yes,2.0,1966.0,8,2016,201608.0,up floor,2.0,199500.0,4433.333333333333,399000.0,90.0,80995
yes,2.0,1966.0,8,2016,201608.0,up floor,2.0,162500.0,3611.1111111111113,325000.0,90.0,80933
yes,1.0,1956.0,8,2016,201608.0,up floor,2.0,175000.0,3867.403314917127,350000.0,90.5,81671
yes,1.0,1973.0,8,2016,201608.0,up floor,2.0,188550.0,4166.850828729282,377100.0,90.5,81737
yes,2.0,1973.0,8,2016,201608.0,up floor,3.0,120466.66666666667,3993.3701657458564,361400.0,90.5,81737
yes,1.0,1973.0,8,2016,201608.0,up floor,2.0,175000.0,3867.403314917127,350000.0,90.5,81735
yes,1.0,1975.0,8,2016,201608.0,up floor,2.0,189500.0,4211.111111111111,379000.0,90.0,81475
yes,2.0,1968.0,9,2016,201609.0,up floor,3.0,87616.66666666667,2904.4198895027625,262850.0,90.5,81925
yes,1.0,1965.0,9,2016,201609.0,up floor,2.0,209500.0,4629.834254143647,419000.0,90.5,80995
yes,5.0,1989.0,9,2016,201609.0,up floor,2.0,199350.0,4405.524861878453,398700.0,90.5,85757
yes,2.0,1972.0,9,2016,201609.0,up floor,2.0,149500.0,3303.8674033149173,299000.0,90.5,85757
yes,2.0,1967.0,9,2016,201609.0,up floor,2.0,159500.0,3524.8618784530386,319000.0,90.5,81379
yes,2.0,1969.0,9,2016,201609.0,up floor,2.0,210000.0,4640.883977900552,420000.0,90.5,81671
yes,2.0,1975.0,9,2016,201609.0,up floor,2.0,180000.0,3977.9005524861877,360000.0,90.5,81673
yes,2.0,1956.0,9,2016,201609.0,up floor,2.0,210000.0,4640.883977900552,420000.0,90.5,81667
yes,2.0,1989.0,9,2016,201609.0,up floor,2.0,210000.0,4640.883977900552,420000.0,90.5,81739
yes,1.0,1967.0,9,2016,201609.0,up floor,2.0,194250.0,4292.817679558011,388500.0,90.5,81927
yes,2.0,1968.0,9,2016,201609.0,up floor,2.0,157500.0,3480.6629834254145,315000.0,90.5,81245
yes,1.0,2017.0,9,2016,201609.0,ground floor,2.0,209750.0,4661.111111111111,419500.0,90.0,81827
yes,2.0,1970.0,9,2016,201609.0,up floor,2.0,199000.0,4397.790055248619,398000.0,90.5,80993
yes,1.0,1975.0,9,2016,201609.0,ground floor,2.0,172000.0,3822.222222222222,344000.0,90.0,81927
yes,2.0,2006.0,9,2016,201609.0,up floor,2.0,167500.0,3722.222222222222,335000.0,90.0,81377
yes,1.0,1960.0,9,2016,201609.0,up floor,2.0,199500.0,4408.839779005525,399000.0,90.5,81369
yes,1.0,1983.0,9,2016,201609.0,ground floor,2.0,191500.0,4232.044198895028,383000.0,90.5,81541
yes,3.0,1970.0,9,2016,201609.0,up floor,2.0,189000.0,4176.795580110497,378000.0,90.5,85757
yes,2.0,1966.0,9,2016,201609.0,up floor,2.0,163500.0,3633.3333333333335,327000.0,90.0,82152
yes,2.0,1975.0,9,2016,201609.0,up floor,2.0,178500.0,3966.6666666666665,357000.0,90.0,80687
yes,1.0,1988.0,9,2016,201609.0,up floor,2.0,172000.0,3822.222222222222,344000.0,90.0,80939
yes,2.0,1970.0,9,2016,201609.0,ground floor,2.0,134500.0,2972.3756906077347,269000.0,90.5,81735
yes,2.0,1972.0,9,2016,201609.0,up floor,2.0,192500.0,4254.14364640884,385000.0,90.5,81243
yes,2.0,1996.0,9,2016,201609.0,up floor,2.0,184950.0,4110.0,369900.0,90.0,81245
yes,2.0,1972.0,9,2016,201609.0,up floor,2.0,185000.0,4088.3977900552486,370000.0,90.5,80809
